city,neighbourhood,calculated_host_listings_count
Brooklyn,Flatbush,1
Manhattan,Washington Heights,5
Manhattan,Midtown,2
Staten Island,Arden Heights,1
Brooklyn,Bushwick,1
Manhattan,Lower East Side,4
Manhattan,Lower East Side,4
Manhattan,Gramercy,3
Brooklyn,Bushwick,1
Manhattan,Midtown,1
Manhattan,Upper East Side,1
Manhattan,Chinatown,2
Brooklyn,Bushwick,3
Queens,Elmhurst,7
Manhattan,Nolita,5
Manhattan,Hell's Kitchen,2
Manhattan,Upper East Side,1
Brooklyn,East Flatbush,3
Queens,Ridgewood,10
Manhattan,Nolita,5
Queens,Ridgewood,10
Queens,Ridgewood,10
Manhattan,Hell's Kitchen,1
Brooklyn,Carroll Gardens,1
Brooklyn,Flatlands,2
Brooklyn,Fort Greene,1
Queens,Ridgewood,1
Staten Island,Stapleton,1
Queens,Ditmars Steinway,1
Manhattan,Hell's Kitchen,1
Brooklyn,Bushwick,1
Manhattan,Greenwich Village,1
Brooklyn,Williamsburg,2
Manhattan,Little Italy,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Hell's Kitchen,2
Manhattan,Hell's Kitchen,2
Manhattan,Upper West Side,2
Manhattan,Greenwich Village,1
Queens,Sunnyside,2
Queens,Ditmars Steinway,3
Manhattan,Chinatown,1
Manhattan,Greenwich Village,1
Queens,Jamaica Estates,1
Manhattan,East Village,5
Manhattan,Midtown,4
Brooklyn,Bedford-Stuyvesant,4
Manhattan,Gramercy,65
Manhattan,Murray Hill,1
Brooklyn,Crown Heights,1
Manhattan,Nolita,5
Queens,Ridgewood,10
Manhattan,East Village,9
Manhattan,Nolita,5
Brooklyn,Bushwick,2
Queens,Ridgewood,10
Queens,Ridgewood,10
Brooklyn,Bushwick,26
Manhattan,Upper East Side,1
Brooklyn,Fort Greene,1
Staten Island,St. George,2
Brooklyn,Clinton Hill,2
Brooklyn,Bedford-Stuyvesant,4
Manhattan,Chinatown,1
Manhattan,Nolita,5
Queens,Astoria,2
Queens,Woodhaven,3
Manhattan,Washington Heights,1
Manhattan,Financial District,1
Brooklyn,Bedford-Stuyvesant,1
Queens,Bayside,3
Manhattan,Chelsea,1
Manhattan,Chelsea,1
Manhattan,Upper West Side,1
Manhattan,Lower East Side,4
Manhattan,East Village,5
Manhattan,East Harlem,1
Brooklyn,Bushwick,1
Manhattan,Gramercy,2
Brooklyn,Sunset Park,3
Manhattan,Stuyvesant Town,1
Brooklyn,Sunset Park,3
Manhattan,Hell's Kitchen,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Greenwich Village,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Greenwich Village,1
Manhattan,Upper East Side,6
Manhattan,Upper East Side,6
Queens,Long Island City,1
Manhattan,Upper East Side,6
Manhattan,Upper East Side,6
Brooklyn,Williamsburg,1
Manhattan,Upper East Side,96
Manhattan,Midtown,96
Brooklyn,Canarsie,1
Brooklyn,Williamsburg,1
Brooklyn,Williamsburg,1
Manhattan,Murray Hill,327
Manhattan,Murray Hill,327
Queens,Bayside,3
Brooklyn,Fort Greene,2
Manhattan,Harlem,2
Brooklyn,Crown Heights,2
Manhattan,Harlem,1
Brooklyn,Bedford-Stuyvesant,17
Manhattan,Hell's Kitchen,12
Brooklyn,Greenpoint,2
Manhattan,Hell's Kitchen,12
Brooklyn,Crown Heights,2
Queens,Long Island City,1
Manhattan,Murray Hill,327
Brooklyn,Greenpoint,2
Queens,Jamaica,1
Manhattan,Washington Heights,2
Queens,Woodside,103
Brooklyn,East New York,13
Queens,Rosedale,1
Brooklyn,Clinton Hill,4
Brooklyn,Greenpoint,5
Manhattan,Upper East Side,1
Brooklyn,Williamsburg,1
Queens,Astoria,3
Brooklyn,Bedford-Stuyvesant,3
Manhattan,Little Italy,1
Manhattan,Midtown,13
Manhattan,Harlem,3
Brooklyn,Brighton Beach,2
Queens,Corona,6
Manhattan,Washington Heights,1
Brooklyn,Gowanus,1
Manhattan,Murray Hill,327
Manhattan,Murray Hill,327
Manhattan,Murray Hill,327
Queens,Elmhurst,37
Manhattan,East Harlem,1
Bronx,Longwood,1
Manhattan,SoHo,3
Brooklyn,Bushwick,1
Manhattan,Upper East Side,1
Brooklyn,Clinton Hill,1
Manhattan,Harlem,1
Queens,Rosedale,2
Bronx,Clason Point,1
Manhattan,East Village,2
Brooklyn,Greenpoint,2
Brooklyn,East New York,13
Brooklyn,Flatbush,1
Manhattan,Kips Bay,2
Brooklyn,Crown Heights,1
Queens,Maspeth,1
Manhattan,Kips Bay,1
Manhattan,Upper West Side,1
Manhattan,East Harlem,1
Manhattan,Harlem,2
Brooklyn,Prospect Heights,1
Bronx,Belmont,1
Brooklyn,Bushwick,2
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Upper East Side,1
Brooklyn,East New York,2
Brooklyn,Williamsburg,1
Brooklyn,Gravesend,12
Manhattan,Hell's Kitchen,1
Brooklyn,East New York,13
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,East New York,13
Brooklyn,Bushwick,1
Brooklyn,East New York,13
Brooklyn,Bushwick,2
Queens,Astoria,1
Brooklyn,East New York,13
Brooklyn,East New York,13
Brooklyn,East New York,13
Brooklyn,East New York,13
Queens,Elmhurst,5
Bronx,Mott Haven,1
Brooklyn,Bedford-Stuyvesant,1
Queens,Far Rockaway,1
Manhattan,Upper West Side,3
Manhattan,Harlem,2
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Financial District,327
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Williamsburg,2
Manhattan,Financial District,327
Manhattan,Financial District,327
Manhattan,Washington Heights,1
Manhattan,Harlem,1
Queens,Jamaica,1
Bronx,Parkchester,1
Manhattan,Harlem,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Williamsburg,1
Manhattan,Washington Heights,1
Brooklyn,Prospect-Lefferts Gardens,1
Queens,Astoria,1
Manhattan,Hell's Kitchen,96
Manhattan,Harlem,2
Manhattan,Hell's Kitchen,20
Brooklyn,Williamsburg,2
Manhattan,Hell's Kitchen,1
Queens,Maspeth,2
Manhattan,East Village,1
Manhattan,Upper West Side,3
Brooklyn,Bushwick,1
Manhattan,East Village,4
Queens,Glendale,2
Queens,Elmhurst,2
Brooklyn,Bedford-Stuyvesant,2
Queens,Woodside,103
Manhattan,Hell's Kitchen,2
Manhattan,Marble Hill,3
Manhattan,Upper West Side,1
Manhattan,Upper East Side,1
Manhattan,Harlem,1
Manhattan,East Harlem,1
Manhattan,Upper West Side,1
Queens,Forest Hills,1
Brooklyn,Bushwick,2
Manhattan,Hell's Kitchen,1
Manhattan,Murray Hill,327
Manhattan,Chelsea,1
Manhattan,Murray Hill,327
Manhattan,East Village,1
Brooklyn,Crown Heights,1
Manhattan,East Harlem,1
Queens,Long Island City,2
Queens,Jackson Heights,2
Manhattan,Gramercy,2
Brooklyn,Williamsburg,1
Manhattan,East Village,1
Manhattan,Washington Heights,1
Brooklyn,Prospect Heights,2
Brooklyn,Williamsburg,1
Manhattan,Murray Hill,327
Manhattan,Murray Hill,327
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Sunset Park,1
Manhattan,Chelsea,1
Brooklyn,Crown Heights,1
Manhattan,Theater District,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Upper West Side,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Canarsie,1
Brooklyn,Sheepshead Bay,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Hell's Kitchen,1
Brooklyn,Brighton Beach,1
Manhattan,Chinatown,1
Manhattan,Morningside Heights,1
Manhattan,Upper East Side,1
Brooklyn,Greenpoint,3
Manhattan,Chelsea,9
Manhattan,Chelsea,9
Queens,Richmond Hill,3
Manhattan,Chelsea,9
Manhattan,Chelsea,9
Manhattan,Chelsea,9
Manhattan,Chelsea,9
Manhattan,Chelsea,9
Manhattan,Chelsea,9
Manhattan,Chelsea,9
Manhattan,Theater District,9
Manhattan,Theater District,9
Manhattan,Theater District,9
Manhattan,Theater District,9
Manhattan,Theater District,9
Manhattan,Theater District,9
Manhattan,Theater District,9
Manhattan,Theater District,9
Manhattan,Theater District,9
Manhattan,Upper West Side,10
Manhattan,Upper West Side,10
Manhattan,Upper West Side,10
Manhattan,Upper West Side,10
Manhattan,Upper West Side,10
Manhattan,Upper West Side,10
Manhattan,Upper West Side,10
Manhattan,Upper West Side,10
Manhattan,Upper West Side,10
Manhattan,Upper West Side,10
Manhattan,Theater District,7
Manhattan,Theater District,7
Manhattan,Theater District,7
Manhattan,Theater District,7
Manhattan,Theater District,7
Brooklyn,Crown Heights,1
Manhattan,Chelsea,1
Manhattan,Harlem,1
Queens,Ridgewood,23
Queens,Ridgewood,23
Staten Island,Arrochar,1
Manhattan,Midtown,4
Manhattan,Midtown,4
Manhattan,Midtown,4
Manhattan,Midtown,4
Manhattan,East Village,1
Manhattan,Lower East Side,4
Brooklyn,Williamsburg,1
Brooklyn,Bushwick,1
Manhattan,Upper East Side,1
Queens,Jamaica,1
Manhattan,Upper West Side,2
Bronx,Wakefield,1
Queens,Long Island City,1
Manhattan,East Harlem,1
Brooklyn,Bushwick,1
Manhattan,Midtown,1
Manhattan,East Village,1
Queens,Sunnyside,2
Brooklyn,Carroll Gardens,2
Manhattan,Kips Bay,3
Manhattan,Harlem,1
Manhattan,Upper West Side,3
Manhattan,Midtown,1
Bronx,Westchester Square,2
Manhattan,Hell's Kitchen,121
Manhattan,Hell's Kitchen,121
Manhattan,Hell's Kitchen,121
Manhattan,Upper West Side,1
Queens,Maspeth,2
Brooklyn,Brooklyn Heights,1
Manhattan,Lower East Side,1
Brooklyn,Greenpoint,1
Queens,Ridgewood,23
Queens,Ridgewood,23
Brooklyn,Crown Heights,2
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Williamsburg,1
Manhattan,Kips Bay,3
Queens,Rego Park,4
Brooklyn,DUMBO,1
Manhattan,Midtown,1
Queens,Richmond Hill,3
Manhattan,Inwood,37
Manhattan,Harlem,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Williamsburg,1
Brooklyn,Gowanus,2
Brooklyn,Bushwick,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Bedford-Stuyvesant,2
Queens,Arverne,2
Manhattan,Harlem,2
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Bedford-Stuyvesant,4
Manhattan,Chinatown,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,East Village,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Bushwick,1
Manhattan,Lower East Side,1
Brooklyn,Williamsburg,1
Manhattan,Upper West Side,4
Manhattan,Upper East Side,1
Manhattan,East Village,8
Manhattan,Murray Hill,327
Manhattan,Murray Hill,327
Manhattan,Murray Hill,327
Brooklyn,Sea Gate,1
Queens,Astoria,1
Brooklyn,Clinton Hill,1
Brooklyn,Cypress Hills,1
Queens,East Elmhurst,4
Manhattan,West Village,2
Manhattan,East Village,2
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Upper West Side,1
Brooklyn,Williamsburg,1
Manhattan,Kips Bay,3
Queens,Belle Harbor,1
Brooklyn,East Flatbush,4
Brooklyn,East Flatbush,4
Brooklyn,Crown Heights,1
Queens,Ditmars Steinway,2
Queens,Flushing,4
Manhattan,Chelsea,1
Brooklyn,Bay Ridge,12
Brooklyn,Bedford-Stuyvesant,2
Manhattan,Washington Heights,3
Queens,Elmhurst,1
Brooklyn,Brownsville,2
Manhattan,Harlem,1
Manhattan,Harlem,2
Manhattan,East Harlem,1
Queens,Springfield Gardens,3
Manhattan,Murray Hill,1
Brooklyn,Bushwick,3
Brooklyn,Bedford-Stuyvesant,2
Manhattan,Chelsea,1
Manhattan,Washington Heights,1
Manhattan,Chelsea,1
Queens,Astoria,1
Brooklyn,Williamsburg,1
Queens,Forest Hills,1
Queens,Astoria,7
Manhattan,Midtown,1
Queens,Sunnyside,103
Queens,Maspeth,1
Manhattan,Chelsea,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Washington Heights,3
Brooklyn,Bedford-Stuyvesant,17
Brooklyn,Red Hook,1
Manhattan,Hell's Kitchen,1
Queens,Astoria,5
Bronx,Williamsbridge,1
Brooklyn,Brighton Beach,1
Manhattan,East Village,1
Brooklyn,Boerum Hill,2
Manhattan,Murray Hill,2
Brooklyn,Williamsburg,1
Bronx,City Island,2
Brooklyn,Park Slope,1
Brooklyn,Prospect-Lefferts Gardens,1
Queens,Middle Village,1
Manhattan,Hell's Kitchen,1
Brooklyn,Sheepshead Bay,1
Manhattan,Upper East Side,9
Brooklyn,Bedford-Stuyvesant,3
Manhattan,Upper East Side,1
Brooklyn,Bedford-Stuyvesant,3
Queens,Astoria,1
Brooklyn,Bedford-Stuyvesant,2
Bronx,Baychester,1
Queens,Astoria,2
Manhattan,West Village,1
Bronx,Claremont Village,1
Queens,Long Island City,1
Bronx,Fordham,2
Brooklyn,Fort Greene,1
Manhattan,Upper East Side,1
Manhattan,Inwood,37
Manhattan,Inwood,37
Manhattan,Lower East Side,3
Staten Island,Mariners Harbor,1
Bronx,Schuylerville,5
Bronx,Schuylerville,5
Manhattan,Kips Bay,1
Bronx,Schuylerville,5
Manhattan,East Harlem,1
Manhattan,East Village,1
Manhattan,Greenwich Village,1
Manhattan,Chelsea,1
Manhattan,Harlem,2
Manhattan,Theater District,7
Brooklyn,Williamsburg,1
Brooklyn,Williamsburg,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Murray Hill,327
Manhattan,West Village,1
Bronx,Williamsbridge,1
Manhattan,Murray Hill,327
Queens,Arverne,1
Manhattan,Harlem,1
Queens,Kew Gardens Hills,1
Manhattan,Chelsea,1
Brooklyn,Greenpoint,1
Manhattan,East Village,8
Brooklyn,Sunset Park,1
Bronx,Woodlawn,1
Queens,Flushing,1
Queens,Astoria,1
Queens,Astoria,1
Brooklyn,Bushwick,1
Manhattan,Hell's Kitchen,1
Manhattan,Upper East Side,1
Brooklyn,Cypress Hills,1
Manhattan,West Village,1
Manhattan,East Village,1
Bronx,Wakefield,2
Manhattan,Lower East Side,1
Bronx,Wakefield,2
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Bedford-Stuyvesant,2
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Greenwich Village,1
Manhattan,Hell's Kitchen,1
Manhattan,Battery Park City,1
Manhattan,Kips Bay,3
Manhattan,Flatiron District,1
Manhattan,Kips Bay,3
Manhattan,Hell's Kitchen,1
Manhattan,Kips Bay,3
Manhattan,Hell's Kitchen,47
Brooklyn,Williamsburg,2
Manhattan,Murray Hill,1
Brooklyn,Williamsburg,4
Queens,Jackson Heights,6
Brooklyn,Fort Greene,1
Queens,Long Island City,2
Brooklyn,Bedford-Stuyvesant,2
Manhattan,Midtown,1
Brooklyn,Bedford-Stuyvesant,3
Queens,East Elmhurst,2
Brooklyn,Gowanus,2
Brooklyn,Kensington,1
Manhattan,Stuyvesant Town,1
Brooklyn,Williamsburg,1
Manhattan,Financial District,327
Brooklyn,Bushwick,1
Brooklyn,Flatlands,2
Queens,Flushing,1
Brooklyn,Flatlands,2
Manhattan,Upper East Side,1
Queens,Flushing,2
Queens,East Elmhurst,2
Manhattan,Hell's Kitchen,1
Manhattan,East Village,3
Manhattan,Theater District,7
Queens,Jamaica,1
Queens,Fresh Meadows,1
Manhattan,East Harlem,1
Queens,Ditmars Steinway,1
Brooklyn,Bedford-Stuyvesant,5
Brooklyn,Bedford-Stuyvesant,5
Brooklyn,Williamsburg,1
Brooklyn,Bedford-Stuyvesant,2
Brooklyn,Crown Heights,7
Manhattan,Washington Heights,1
Manhattan,Hell's Kitchen,1
Brooklyn,Bay Ridge,1
Manhattan,Upper West Side,12
Queens,Astoria,2
Manhattan,West Village,232
Brooklyn,Fort Greene,5
Brooklyn,Bedford-Stuyvesant,5
Manhattan,Hell's Kitchen,1
Brooklyn,Bedford-Stuyvesant,5
Manhattan,Hell's Kitchen,1
Brooklyn,Bushwick,1
Brooklyn,Bedford-Stuyvesant,1
Bronx,Mott Haven,1
Manhattan,Midtown,11
Manhattan,Kips Bay,1
Manhattan,Upper West Side,1
Manhattan,Upper West Side,1
Queens,Jamaica,2
Queens,Jamaica,2
Brooklyn,Prospect-Lefferts Gardens,1
Manhattan,Chinatown,1
Manhattan,Murray Hill,327
Brooklyn,Fort Greene,5
Manhattan,Hell's Kitchen,1
Brooklyn,Bedford-Stuyvesant,3
Manhattan,West Village,1
Brooklyn,Williamsburg,1
Brooklyn,Carroll Gardens,2
Brooklyn,Bedford-Stuyvesant,2
Queens,Astoria,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Hell's Kitchen,1
Queens,Long Island City,7
Brooklyn,Williamsburg,2
Manhattan,Upper East Side,1
Brooklyn,Borough Park,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Chelsea,1
Brooklyn,Crown Heights,1
Brooklyn,Cypress Hills,2
Queens,Ditmars Steinway,2
Brooklyn,East Flatbush,1
Brooklyn,Bushwick,1
Staten Island,St. George,2
Manhattan,Midtown,327
Manhattan,Harlem,2
Queens,Astoria,1
Brooklyn,East Flatbush,3
Manhattan,East Village,4
Manhattan,Kips Bay,3
Brooklyn,Bedford-Stuyvesant,2
Manhattan,Theater District,327
Brooklyn,Greenpoint,6
Brooklyn,Williamsburg,1
Manhattan,Financial District,2
Brooklyn,Prospect-Lefferts Gardens,1
Bronx,Mott Haven,1
Manhattan,Kips Bay,1
Brooklyn,Bushwick,26
Queens,Queens Village,1
Bronx,Morrisania,4
Bronx,Morrisania,4
Brooklyn,Bushwick,1
Brooklyn,Bedford-Stuyvesant,2
Brooklyn,Bedford-Stuyvesant,5
Bronx,Concourse,1
Brooklyn,Bushwick,1
Queens,Jackson Heights,1
Brooklyn,Prospect-Lefferts Gardens,1
Staten Island,Tompkinsville,3
Manhattan,Hell's Kitchen,2
Brooklyn,Bay Ridge,1
Manhattan,Theater District,4
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Harlem,2
Brooklyn,Bushwick,1
Manhattan,Upper East Side,1
Brooklyn,Williamsburg,1
Queens,Jackson Heights,6
Brooklyn,Cypress Hills,1
Staten Island,Port Richmond,3
Queens,Jackson Heights,6
Queens,Kew Gardens,2
Brooklyn,Bushwick,2
Brooklyn,Bushwick,2
Queens,Kew Gardens,2
Brooklyn,Bushwick,1
Manhattan,Harlem,1
Brooklyn,Bushwick,2
Bronx,Unionport,2
Manhattan,Washington Heights,3
Brooklyn,Sunset Park,1
Manhattan,Upper West Side,1
Manhattan,Hell's Kitchen,232
Manhattan,Hell's Kitchen,3
Bronx,Port Morris,1
Queens,Springfield Gardens,2
Brooklyn,Sheepshead Bay,1
Manhattan,Upper East Side,5
Queens,Ditmars Steinway,2
Manhattan,East Village,1
Brooklyn,Gravesend,12
Manhattan,East Harlem,1
Queens,South Ozone Park,1
Manhattan,East Village,4
Brooklyn,Bushwick,1
Brooklyn,Clinton Hill,1
Brooklyn,Bushwick,1
Bronx,Unionport,2
Queens,Jamaica,1
Bronx,Hunts Point,4
Queens,Jackson Heights,6
Brooklyn,Bushwick,1
Brooklyn,Williamsburg,1
Queens,Elmhurst,2
Brooklyn,Gravesend,12
Brooklyn,Crown Heights,1
Manhattan,Lower East Side,1
Manhattan,Harlem,1
Queens,Ditmars Steinway,2
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Kips Bay,1
Staten Island,Stapleton,1
Queens,Glendale,1
Queens,Glendale,1
Queens,Kew Gardens Hills,2
Manhattan,Upper West Side,1
Queens,Rockaway Beach,1
Manhattan,Gramercy,1
Manhattan,Upper West Side,1
Manhattan,Upper West Side,1
Manhattan,Upper East Side,1
Brooklyn,Crown Heights,1
Manhattan,East Village,1
Brooklyn,Greenpoint,6
Brooklyn,Greenpoint,1
Manhattan,Two Bridges,1
Manhattan,Harlem,2
Brooklyn,Crown Heights,4
Manhattan,East Harlem,2
Manhattan,Hell's Kitchen,8
Brooklyn,East Flatbush,3
Manhattan,West Village,1
Brooklyn,Bushwick,14
Brooklyn,Bushwick,14
Brooklyn,Bushwick,14
Brooklyn,Bushwick,14
Brooklyn,East Flatbush,3
Manhattan,SoHo,3
Manhattan,SoHo,3
Manhattan,Washington Heights,1
Bronx,Hunts Point,4
Brooklyn,Greenpoint,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Brighton Beach,1
Brooklyn,Bedford-Stuyvesant,1
Bronx,Fordham,1
Manhattan,Chelsea,327
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Chinatown,1
Manhattan,Upper West Side,1
Manhattan,Chinatown,1
Manhattan,Harlem,1
Brooklyn,Sheepshead Bay,1
Manhattan,Hell's Kitchen,4
Manhattan,Nolita,1
Manhattan,Upper East Side,9
Queens,Woodside,1
Queens,Long Island City,1
Bronx,Kingsbridge,1
Manhattan,Lower East Side,1
Queens,Ditmars Steinway,1
Manhattan,SoHo,1
Queens,Long Island City,1
Brooklyn,Bedford-Stuyvesant,2
Brooklyn,Greenpoint,1
Brooklyn,Williamsburg,1
Manhattan,Nolita,1
Brooklyn,Williamsburg,1
Manhattan,Upper West Side,2
Brooklyn,Williamsburg,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Williamsburg,3
Manhattan,Upper West Side,4
Brooklyn,Sheepshead Bay,1
Bronx,Morris Heights,1
Brooklyn,Bedford-Stuyvesant,6
Manhattan,Roosevelt Island,2
Manhattan,Battery Park City,1
Queens,Flushing,6
Manhattan,Midtown,1
Queens,Ridgewood,1
Brooklyn,Williamsburg,2
Queens,East Elmhurst,1
Brooklyn,Williamsburg,1
Manhattan,East Village,8
Manhattan,East Village,8
Manhattan,East Village,8
Brooklyn,Williamsburg,1
Manhattan,East Village,8
Manhattan,East Village,8
Manhattan,Harlem,3
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Upper West Side,1
Brooklyn,Bushwick,1
Queens,Astoria,2
Manhattan,Financial District,1
Manhattan,Upper West Side,12
Manhattan,Battery Park City,1
Manhattan,Hell's Kitchen,5
Brooklyn,Williamsburg,2
Manhattan,Hell's Kitchen,5
Manhattan,Hell's Kitchen,5
Brooklyn,Carroll Gardens,1
Manhattan,Hell's Kitchen,5
Manhattan,Hell's Kitchen,5
Brooklyn,Bushwick,1
Manhattan,Theater District,1
Queens,Astoria,1
Queens,East Elmhurst,4
Brooklyn,Crown Heights,2
Queens,Ridgewood,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Theater District,232
Queens,Ridgewood,1
Brooklyn,Williamsburg,1
Manhattan,Harlem,1
Manhattan,Lower East Side,10
Brooklyn,Williamsburg,1
Brooklyn,Bedford-Stuyvesant,6
Brooklyn,Williamsburg,1
Manhattan,East Harlem,3
Manhattan,Morningside Heights,1
Brooklyn,Bushwick,14
Manhattan,Harlem,1
Brooklyn,Bedford-Stuyvesant,7
Brooklyn,Bedford-Stuyvesant,7
Manhattan,Upper East Side,91
Queens,Woodside,1
Manhattan,East Village,1
Manhattan,Hell's Kitchen,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Park Slope,1
Manhattan,Kips Bay,1
Manhattan,Harlem,1
Queens,Sunnyside,1
Manhattan,Upper West Side,1
Brooklyn,Crown Heights,4
Manhattan,East Village,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Upper West Side,1
Brooklyn,Vinegar Hill,1
Manhattan,Hell's Kitchen,1
Manhattan,Roosevelt Island,1
Manhattan,Lower East Side,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Roosevelt Island,2
Queens,Flushing,6
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Harlem,1
Manhattan,Two Bridges,3
Brooklyn,Flatbush,1
Brooklyn,Bushwick,14
Queens,Rockaway Beach,1
Queens,Elmhurst,1
Manhattan,Financial District,1
Manhattan,Chelsea,2
Brooklyn,Clinton Hill,1
Queens,East Elmhurst,1
Manhattan,Midtown,96
Manhattan,Midtown,96
Brooklyn,Bushwick,2
Manhattan,Financial District,327
Brooklyn,Williamsburg,1
Manhattan,Hell's Kitchen,96
Manhattan,Murray Hill,1
Manhattan,Midtown,96
Brooklyn,Bushwick,2
Manhattan,Harlem,2
Manhattan,Lower East Side,1
Queens,Middle Village,1
Manhattan,Murray Hill,1
Brooklyn,Bushwick,1
Brooklyn,Crown Heights,1
Brooklyn,Bedford-Stuyvesant,1
Manhattan,Kips Bay,2
Brooklyn,Bedford-Stuyvesant,1
Queens,Astoria,1
Brooklyn,Bushwick,14
Brooklyn,Bushwick,1
Brooklyn,Bedford-Stuyvesant,1
Brooklyn,Williamsburg,1
Manhattan,East Village,8
Brooklyn,Bushwick,14
Manhattan,Midtown,1
Manhattan,Greenwich Village,1
Manhattan,Midtown,1
Manhattan,West Village,1
Queens,St. Albans,3
Manhattan,Stuyvesant Town,1
Queens,Ditmars Steinway,2
Staten Island,Grymes Hill,1
Manhattan,Midtown,1
Brooklyn,Clinton Hill,1
Manhattan,Financial District,1
Brooklyn,Bushwick,1
Manhattan,Upper East Side,1
Manhattan,West Village,5
Queens,Jamaica,2
Brooklyn,Bushwick,14
Manhattan,Upper West Side,12
Manhattan,Upper West Side,12
Queens,Sunnyside,1
Queens,Rego Park,1
Manhattan,Upper East Side,1
Brooklyn,Bushwick,1
Bronx,Mount Hope,1
Manhattan,East Village,1
Brooklyn,Flatbush,1
Queens,Flushing,6
Manhattan,Chelsea,1
Manhattan,Harlem,9
Manhattan,East Village,1
Manhattan,East Village,1
Manhattan,Lower East Side,1
Queens,Woodside,2
Bronx,Woodlawn,1
Brooklyn,Clinton Hill,2
Manhattan,Upper West Side,3
Manhattan,West Village,2
Queens,Bayside,1
Queens,Astoria,1
Manhattan,Lower East Side,1
Manhattan,Chinatown,1
Queens,St. Albans,3
Queens,Rosedale,2
Brooklyn,Bushwick,1
Manhattan,Harlem,1
Manhattan,Hell's Kitchen,1
Brooklyn,Williamsburg,4
Manhattan,Inwood,1
Manhattan,Upper East Side,1
Manhattan,East Village,1
Manhattan,Harlem,1
Brooklyn,Prospect-Lefferts Gardens,1
Queens,Bayside,1
Brooklyn,Carroll Gardens,1
Manhattan,Upper West Side,4
Brooklyn,Bedford-Stuyvesant,1
Manhattan,West Village,1
Manhattan,Chinatown,1
Brooklyn,Flatbush,1
Brooklyn,Red Hook,1
Manhattan,Murray Hill,1
Manhattan,Midtown,1
Brooklyn,Bushwick,1
Manhattan,Financial District,1
Brooklyn,Crown Heights,1
Brooklyn,Greenpoint,1
